,name,url,file_size
61,glove-lg50,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
62,glove_lg50,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
63,glove-large50,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
64,glovesm100,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
65,glove-sm100,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
66,glove_sm100,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
67,glove-small100,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
68,glovemed100,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
69,glove-med100,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
70,glove_med100,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
71,glove-medium100,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
72,glovelg100,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
73,glove-lg100,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
74,glove_lg100,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
75,glove-large100,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
76,glovesm200,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
77,glove-sm200,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
78,glove_sm200,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
79,glove-small200,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
80,glovemed200,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
81,glove-med200,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
82,glove_med200,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
83,glove-medium200,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
84,glovelg200,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
85,glove-lg200,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
86,glove_lg200,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
87,glove-large200,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
88,glovesm300,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
89,glove-sm300,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
90,glove_sm300,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
91,glove-small300,https://nlp.stanford.edu/data/glove.6B.zip,862182613.0
92,glovemed300,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
93,glove-med300,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
94,glove_med300,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
95,glove-medium300,https://nlp.stanford.edu/data/glove.42B.300d.zip,1877800501.0
96,glovelg300,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
97,glove-lg300,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
98,glove_lg300,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
99,glove-large300,https://nlp.stanford.edu/data/glove.840B.300d.zip,2176768927.0
100,afr,http://www.manythings.org/anki/afr-eng.zip,1000.0
101,afr-eng,http://www.manythings.org/anki/afr-eng.zip,1000.0
102,arq,http://www.manythings.org/anki/arq-eng.zip,1000.0
103,arq-eng,http://www.manythings.org/anki/arq-eng.zip,1000.0
104,ara,http://www.manythings.org/anki/ara-eng.zip,1000.0
105,ara-eng,http://www.manythings.org/anki/ara-eng.zip,1000.0
106,aze,http://www.manythings.org/anki/aze-eng.zip,1000.0
107,aze-eng,http://www.manythings.org/anki/aze-eng.zip,1000.0
108,eus,http://www.manythings.org/anki/eus-eng.zip,1000.0
109,eus-eng,http://www.manythings.org/anki/eus-eng.zip,1000.0
110,bel,http://www.manythings.org/anki/bel-eng.zip,1000.0
111,bel-eng,http://www.manythings.org/anki/bel-eng.zip,1000.0
112,ben,http://www.manythings.org/anki/ben-eng.zip,1000.0
113,ben-eng,http://www.manythings.org/anki/ben-eng.zip,1000.0
114,ber,http://www.manythings.org/anki/ber-eng.zip,1000.0
115,ber-eng,http://www.manythings.org/anki/ber-eng.zip,1000.0
116,bul,http://www.manythings.org/anki/bul-eng.zip,1000.0
117,bul-eng,http://www.manythings.org/anki/bul-eng.zip,1000.0
118,yue,http://www.manythings.org/anki/yue-eng.zip,1000.0
119,yue-eng,http://www.manythings.org/anki/yue-eng.zip,1000.0
120,cat,http://www.manythings.org/anki/cat-eng.zip,1000.0
121,cat-eng,http://www.manythings.org/anki/cat-eng.zip,1000.0
122,cbk,http://www.manythings.org/anki/cbk-eng.zip,1000.0
123,cbk-eng,http://www.manythings.org/anki/cbk-eng.zip,1000.0
124,cmn,http://www.manythings.org/anki/cmn-eng.zip,1000.0
125,cmn-eng,http://www.manythings.org/anki/cmn-eng.zip,1000.0
126,chv,http://www.manythings.org/anki/chv-eng.zip,1000.0
127,chv-eng,http://www.manythings.org/anki/chv-eng.zip,1000.0
128,hrv,http://www.manythings.org/anki/hrv-eng.zip,1000.0
129,hrv-eng,http://www.manythings.org/anki/hrv-eng.zip,1000.0
130,ces,http://www.manythings.org/anki/ces-eng.zip,1000.0
131,ces-eng,http://www.manythings.org/anki/ces-eng.zip,1000.0
132,dan,http://www.manythings.org/anki/dan-eng.zip,1000.0
133,dan-eng,http://www.manythings.org/anki/dan-eng.zip,1000.0
134,nld,http://www.manythings.org/anki/nld-eng.zip,1000.0
135,nld-eng,http://www.manythings.org/anki/nld-eng.zip,1000.0
136,est,http://www.manythings.org/anki/est-eng.zip,1000.0
137,est-eng,http://www.manythings.org/anki/est-eng.zip,1000.0
138,fin,http://www.manythings.org/anki/fin-eng.zip,1000.0
139,fin-eng,http://www.manythings.org/anki/fin-eng.zip,1000.0
140,fra,http://www.manythings.org/anki/fra-eng.zip,1000.0
141,fra-eng,http://www.manythings.org/anki/fra-eng.zip,1000.0
142,glg,http://www.manythings.org/anki/glg-eng.zip,1000.0
143,glg-eng,http://www.manythings.org/anki/glg-eng.zip,1000.0
144,kat,http://www.manythings.org/anki/kat-eng.zip,1000.0
145,kat-eng,http://www.manythings.org/anki/kat-eng.zip,1000.0
146,deu,http://www.manythings.org/anki/deu-eng.zip,1000.0
147,deu-eng,http://www.manythings.org/anki/deu-eng.zip,1000.0
148,ell,http://www.manythings.org/anki/ell-eng.zip,1000.0
149,ell-eng,http://www.manythings.org/anki/ell-eng.zip,1000.0
150,heb,http://www.manythings.org/anki/heb-eng.zip,1000.0
151,heb-eng,http://www.manythings.org/anki/heb-eng.zip,1000.0
152,hin,http://www.manythings.org/anki/hin-eng.zip,1000.0
153,hin-eng,http://www.manythings.org/anki/hin-eng.zip,1000.0
154,hun,http://www.manythings.org/anki/hun-eng.zip,1000.0
155,hun-eng,http://www.manythings.org/anki/hun-eng.zip,1000.0
156,isl,http://www.manythings.org/anki/isl-eng.zip,1000.0
157,isl-eng,http://www.manythings.org/anki/isl-eng.zip,1000.0
158,ind,http://www.manythings.org/anki/ind-eng.zip,1000.0
159,ind-eng,http://www.manythings.org/anki/ind-eng.zip,1000.0
160,ita,http://www.manythings.org/anki/ita-eng.zip,1000.0
161,ita-eng,http://www.manythings.org/anki/ita-eng.zip,1000.0
162,jpn,http://www.manythings.org/anki/jpn-eng.zip,1000.0
163,jpn-eng,http://www.manythings.org/anki/jpn-eng.zip,1000.0
164,kha,http://www.manythings.org/anki/kha-eng.zip,1000.0
165,kha-eng,http://www.manythings.org/anki/kha-eng.zip,1000.0
166,khm,http://www.manythings.org/anki/khm-eng.zip,1000.0
167,khm-eng,http://www.manythings.org/anki/khm-eng.zip,1000.0
168,kor,http://www.manythings.org/anki/kor-eng.zip,1000.0
169,kor-eng,http://www.manythings.org/anki/kor-eng.zip,1000.0
170,lvs,http://www.manythings.org/anki/lvs-eng.zip,1000.0
171,lvs-eng,http://www.manythings.org/anki/lvs-eng.zip,1000.0
172,lit,http://www.manythings.org/anki/lit-eng.zip,1000.0
173,lit-eng,http://www.manythings.org/anki/lit-eng.zip,1000.0
174,nds,http://www.manythings.org/anki/nds-eng.zip,1000.0
175,nds-eng,http://www.manythings.org/anki/nds-eng.zip,1000.0
176,mkd,http://www.manythings.org/anki/mkd-eng.zip,1000.0
177,mkd-eng,http://www.manythings.org/anki/mkd-eng.zip,1000.0
178,zsm,http://www.manythings.org/anki/zsm-eng.zip,1000.0
179,zsm-eng,http://www.manythings.org/anki/zsm-eng.zip,1000.0
180,mal,http://www.manythings.org/anki/mal-eng.zip,1000.0
181,mal-eng,http://www.manythings.org/anki/mal-eng.zip,1000.0
182,mri,http://www.manythings.org/anki/mri-eng.zip,1000.0
183,mri-eng,http://www.manythings.org/anki/mri-eng.zip,1000.0
184,mar,http://www.manythings.org/anki/mar-eng.zip,1000.0
185,mar-eng,http://www.manythings.org/anki/mar-eng.zip,1000.0
186,max,http://www.manythings.org/anki/max-eng.zip,1000.0
187,max-eng,http://www.manythings.org/anki/max-eng.zip,1000.0
188,nob,http://www.manythings.org/anki/nob-eng.zip,1000.0
189,nob-eng,http://www.manythings.org/anki/nob-eng.zip,1000.0
190,pes,http://www.manythings.org/anki/pes-eng.zip,1000.0
191,pes-eng,http://www.manythings.org/anki/pes-eng.zip,1000.0
192,pol,http://www.manythings.org/anki/pol-eng.zip,1000.0
193,pol-eng,http://www.manythings.org/anki/pol-eng.zip,1000.0
194,por,http://www.manythings.org/anki/por-eng.zip,1000.0
195,por-eng,http://www.manythings.org/anki/por-eng.zip,1000.0
196,ron,http://www.manythings.org/anki/ron-eng.zip,1000.0
197,ron-eng,http://www.manythings.org/anki/ron-eng.zip,1000.0
198,rus,http://www.manythings.org/anki/rus-eng.zip,1000.0
199,rus-eng,http://www.manythings.org/anki/rus-eng.zip,1000.0
200,srp,http://www.manythings.org/anki/srp-eng.zip,1000.0
201,srp-eng,http://www.manythings.org/anki/srp-eng.zip,1000.0
202,slk,http://www.manythings.org/anki/slk-eng.zip,1000.0
203,slk-eng,http://www.manythings.org/anki/slk-eng.zip,1000.0
204,slv,http://www.manythings.org/anki/slv-eng.zip,1000.0
205,slv-eng,http://www.manythings.org/anki/slv-eng.zip,1000.0
206,spa,http://www.manythings.org/anki/spa-eng.zip,1000.0
207,spa-eng,http://www.manythings.org/anki/spa-eng.zip,1000.0
208,swe,http://www.manythings.org/anki/swe-eng.zip,1000.0
209,swe-eng,http://www.manythings.org/anki/swe-eng.zip,1000.0
210,tgl,http://www.manythings.org/anki/tgl-eng.zip,1000.0
211,tgl-eng,http://www.manythings.org/anki/tgl-eng.zip,1000.0
212,tam,http://www.manythings.org/anki/tam-eng.zip,1000.0
213,tam-eng,http://www.manythings.org/anki/tam-eng.zip,1000.0
214,tat,http://www.manythings.org/anki/tat-eng.zip,1000.0
215,tat-eng,http://www.manythings.org/anki/tat-eng.zip,1000.0
216,tha,http://www.manythings.org/anki/tha-eng.zip,1000.0
217,tha-eng,http://www.manythings.org/anki/tha-eng.zip,1000.0
218,tur,http://www.manythings.org/anki/tur-eng.zip,1000.0
219,tur-eng,http://www.manythings.org/anki/tur-eng.zip,1000.0
220,ukr,http://www.manythings.org/anki/ukr-eng.zip,1000.0
221,ukr-eng,http://www.manythings.org/anki/ukr-eng.zip,1000.0
222,urd,http://www.manythings.org/anki/urd-eng.zip,1000.0
223,urd-eng,http://www.manythings.org/anki/urd-eng.zip,1000.0
224,uig,http://www.manythings.org/anki/uig-eng.zip,1000.0
225,uig-eng,http://www.manythings.org/anki/uig-eng.zip,1000.0
226,vie,http://www.manythings.org/anki/vie-eng.zip,1000.0
227,vie-eng,http://www.manythings.org/anki/vie-eng.zip,1000.0
228,fre,http://www.manythings.org/anki/fra-eng.zip,1000.0
229,fra-usa,http://www.manythings.org/anki/fra-eng.zip,1000.0
230,fra-us,http://www.manythings.org/anki/fra-eng.zip,1000.0
231,fra-bri,http://www.manythings.org/anki/fra-eng.zip,1000.0
232,fra-british,http://www.manythings.org/anki/fra-eng.zip,1000.0
233,fra-american,http://www.manythings.org/anki/fra-eng.zip,1000.0
234,fra-aus,http://www.manythings.org/anki/fra-eng.zip,1000.0
235,fra-australian,http://www.manythings.org/anki/fra-eng.zip,1000.0
236,esp,http://www.manythings.org/anki/spa-eng.zip,1000.0
237,spa-usa,http://www.manythings.org/anki/spa-eng.zip,1000.0
238,spa-us,http://www.manythings.org/anki/spa-eng.zip,1000.0
239,spa-bri,http://www.manythings.org/anki/spa-eng.zip,1000.0
240,spa-british,http://www.manythings.org/anki/spa-eng.zip,1000.0
241,spa-american,http://www.manythings.org/anki/spa-eng.zip,1000.0
242,spa-aus,http://www.manythings.org/anki/spa-eng.zip,1000.0
243,spa-australian,http://www.manythings.org/anki/spa-eng.zip,1000.0
244,ger,http://www.manythings.org/anki/deu-eng.zip,1000.0
245,deu-usa,http://www.manythings.org/anki/deu-eng.zip,1000.0
246,deu-us,http://www.manythings.org/anki/deu-eng.zip,1000.0
247,deu-bri,http://www.manythings.org/anki/deu-eng.zip,1000.0
248,deu-british,http://www.manythings.org/anki/deu-eng.zip,1000.0
249,deu-american,http://www.manythings.org/anki/deu-eng.zip,1000.0
250,deu-aus,http://www.manythings.org/anki/deu-eng.zip,1000.0
251,deu-australian,http://www.manythings.org/anki/deu-eng.zip,1000.0
252,french,http://www.manythings.org/anki/fra-eng.zip,1000.0
253,spanish,http://www.manythings.org/anki/spa-eng.zip,1000.0
254,german,http://www.manythings.org/anki/deu-eng.zip,1000.0
255,turkish,http://www.manythings.org/anki/tur-eng.zip,1000.0
256,tur-usa,http://www.manythings.org/anki/tur-eng.zip,1000.0
257,tur-us,http://www.manythings.org/anki/tur-eng.zip,1000.0
258,tur-bri,http://www.manythings.org/anki/tur-eng.zip,1000.0
259,tur-british,http://www.manythings.org/anki/tur-eng.zip,1000.0
260,tur-american,http://www.manythings.org/anki/tur-eng.zip,1000.0
261,tur-aus,http://www.manythings.org/anki/tur-eng.zip,1000.0
262,tur-australian,http://www.manythings.org/anki/tur-eng.zip,1000.0
263,turkey,http://www.manythings.org/anki/tur-eng.zip,1000.0
264,dut,http://www.manythings.org/anki/dan-eng.zip,1000.0
265,dan-usa,http://www.manythings.org/anki/dan-eng.zip,1000.0
266,dan-us,http://www.manythings.org/anki/dan-eng.zip,1000.0
267,dan-bri,http://www.manythings.org/anki/dan-eng.zip,1000.0
268,dan-british,http://www.manythings.org/anki/dan-eng.zip,1000.0
269,dan-american,http://www.manythings.org/anki/dan-eng.zip,1000.0
270,dan-aus,http://www.manythings.org/anki/dan-eng.zip,1000.0
271,dan-australian,http://www.manythings.org/anki/dan-eng.zip,1000.0
272,dutch,http://www.manythings.org/anki/dan-eng.zip,1000.0
273,1gram_0,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-0.gz,1000.0
274,1gram_1,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-1.gz,1000.0
275,1gram_2,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-2.gz,1000.0
276,1gram_3,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-3.gz,1000.0
277,1gram_4,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-4.gz,1000.0
278,1gram_5,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-5.gz,1000.0
279,1gram_6,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-6.gz,1000.0
280,1gram_7,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-7.gz,1000.0
281,1gram_8,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-8.gz,1000.0
282,1gram_9,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-9.gz,1000.0
283,1gram_a,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-a.gz,1000.0
284,1gram_b,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-b.gz,1000.0
285,1gram_c,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-c.gz,1000.0
286,1gram_d,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-d.gz,1000.0
287,1gram_e,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-e.gz,1000.0
288,1gram_f,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-f.gz,1000.0
289,1gram_g,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-g.gz,1000.0
290,1gram_h,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-h.gz,1000.0
291,1gram_i,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-i.gz,1000.0
292,1gram_j,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-j.gz,1000.0
293,1gram_k,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-k.gz,1000.0
294,1gram_l,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-l.gz,1000.0
295,1gram_m,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-m.gz,1000.0
296,1gram_n,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-n.gz,1000.0
297,1gram_o,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-o.gz,1000.0
298,1gram_other,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-other.gz,1000.0
299,1gram_p,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-p.gz,1000.0
300,1gram_pos,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-pos.gz,1000.0
301,1gram_punctuation,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-punctuation.gz,1000.0
302,1gram_q,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-q.gz,1000.0
303,1gram_r,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-r.gz,1000.0
304,1gram_s,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-s.gz,1000.0
305,1gram_t,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-t.gz,1000.0
306,1gram_u,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-u.gz,1000.0
307,1gram_v,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-v.gz,1000.0
308,1gram_w,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-w.gz,1000.0
309,1gram_x,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-x.gz,1000.0
310,1gram_y,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-y.gz,1000.0
311,1gram_z,http://storage.googleapis.com/books/ngrams/books/googlebooks-eng-all-1gram-20120701-z.gz,1000.0
